vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,participant_group,in_repeat_phase,performance_check,trials_to_repeat,repeat_trial_index,n_completed_trials,block_order,block_position,block,participated_networks,n_participant_trials_in_trial_maker,n_participant_trials_in_block,class,object_type
{},2023-02-16 18:11:59,False,,,211,consonance_main_experiment,70,2023-02-16 18:11:59,2023-02-16 18:16:53,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8333333333333334, 'passed': True}","[1843, 1595, 1725, 1638]",4.0,54,['default'],0,default,"[32, 23, 31, 56, 37, 12, 41, 42, 45, 52, 28, 18, 36, 11, 54, 13, 25, 33, 22, 53, 10, 51, 16, 24, 43, 8, 39, 15, 17, 34, 49, 20, 7, 19, 50, 46, 27, 9, 14, 26, 40, 30, 44, 48, 29, 21, 55, 35, 38, 47, 38, 36, 20, 22]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:12:27,False,,,213,headphone_test,69,2023-02-16 18:12:27,2023-02-16 18:13:32,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 2, 6, 3, 4, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:12:57,False,,,216,consonance_main_experiment,67,2023-02-16 18:12:57,2023-02-16 18:16:59,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5773502691896258, 'passed': True}","[1776, 1696, 1847, 1811]",4.0,54,['default'],0,default,"[13, 17, 14, 27, 43, 24, 46, 53, 26, 25, 29, 15, 47, 45, 19, 54, 22, 55, 9, 52, 38, 21, 51, 10, 33, 40, 48, 39, 44, 49, 18, 42, 16, 36, 30, 37, 50, 12, 41, 28, 20, 7, 8, 34, 56, 11, 23, 32, 35, 31, 16, 9, 23, 28]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:13:02,False,,,217,consonance_main_experiment,66,2023-02-16 18:13:02,,,True,False,False,ChainTrialMakerState,default,True,"{'score': None, 'passed': False}","[1749, 1674, 1618, 1719]",4.0,54,['default'],0,default,"[28, 17, 33, 30, 15, 54, 42, 53, 24, 39, 47, 7, 10, 27, 34, 51, 14, 45, 31, 13, 36, 29, 8, 52, 12, 43, 11, 26, 49, 9, 21, 16, 20, 48, 23, 41, 18, 35, 19, 25, 55, 38, 50, 40, 32, 46, 44, 22, 56, 37, 52, 10, 30, 31]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:13:42,False,,,222,consonance_main_experiment,69,2023-02-16 18:13:42,2023-02-16 18:18:19,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5, 'passed': True}","[1924, 1889, 1865, 1818]",4.0,54,['default'],0,default,"[14, 28, 19, 16, 41, 51, 24, 35, 25, 49, 10, 45, 44, 8, 21, 46, 23, 56, 11, 53, 29, 43, 12, 26, 54, 39, 27, 20, 22, 32, 9, 48, 13, 52, 47, 36, 18, 30, 40, 15, 17, 37, 34, 42, 50, 55, 38, 7, 31, 33, 50, 40, 47, 20]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:14:33,False,,,228,headphone_test,72,2023-02-16 18:14:33,2023-02-16 18:15:14,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 6, 1, 4, 3, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:14:52,False,,,233,headphone_test,74,2023-02-16 18:14:52,2023-02-16 18:15:39,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 1, 5, 6, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:15:06,False,,,234,headphone_test,76,2023-02-16 18:15:06,2023-02-16 18:15:44,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 1, 5, 6, 4, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:15:26,False,,,237,consonance_main_experiment,72,2023-02-16 18:15:26,2023-02-16 18:19:49,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7745966692414834, 'passed': True}","[1918, 2043, 1826, 1936]",4.0,54,['default'],0,default,"[33, 12, 34, 26, 46, 52, 53, 10, 43, 17, 16, 18, 27, 13, 50, 56, 54, 32, 45, 39, 37, 41, 22, 48, 19, 29, 47, 9, 25, 35, 40, 15, 44, 24, 49, 21, 20, 7, 11, 38, 8, 23, 51, 36, 30, 14, 42, 31, 55, 28, 19, 55, 43, 9]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:15:57,False,,,241,consonance_main_experiment,76,2023-02-16 18:15:57,2023-02-16 18:19:43,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5443310539518174, 'passed': True}","[1986, 1982, 1950, 2038]",4.0,54,['default'],0,default,"[47, 41, 45, 37, 35, 29, 55, 12, 9, 36, 8, 49, 31, 23, 17, 34, 21, 22, 10, 38, 28, 14, 18, 20, 39, 52, 48, 50, 16, 19, 27, 25, 30, 15, 51, 26, 40, 13, 42, 11, 54, 32, 7, 24, 43, 56, 44, 46, 33, 53, 40, 51, 48, 33]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:16:24,False,,,244,consonance_main_experiment,74,2023-02-16 18:16:24,2023-02-16 18:22:22,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[2077, 2020, 2001, 2081]",4.0,54,['default'],0,default,"[15, 12, 48, 55, 13, 20, 34, 10, 30, 31, 9, 53, 27, 8, 49, 50, 52, 38, 44, 37, 40, 51, 19, 33, 24, 25, 7, 11, 18, 42, 47, 56, 35, 36, 32, 46, 45, 29, 39, 16, 28, 43, 17, 41, 21, 22, 26, 14, 23, 54, 11, 38, 49, 18]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:16:59,False,,,249,headphone_test,71,2023-02-16 18:16:59,2023-02-16 18:17:34,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 1, 4, 3, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:17:19,False,,,252,headphone_test,80,2023-02-16 18:17:19,2023-02-16 18:17:59,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 5, 6, 1, 4, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:17:39,False,,,255,headphone_test,79,2023-02-16 18:17:39,2023-02-16 18:18:18,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 5, 1, 3, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 18:18:10,False,,,256,consonance_main_experiment,80,2023-02-16 18:18:10,2023-02-16 18:22:05,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.31622776601683794, 'passed': True}","[2017, 1972, 2022, 2071]",4.0,54,['default'],0,default,"[19, 22, 44, 11, 23, 46, 49, 42, 39, 52, 29, 37, 54, 27, 10, 51, 18, 45, 16, 8, 26, 13, 14, 47, 33, 53, 56, 30, 34, 38, 48, 43, 7, 15, 36, 41, 25, 50, 24, 17, 55, 20, 31, 21, 12, 28, 32, 35, 40, 9, 29, 19, 37, 13]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:18:32,False,,,257,consonance_main_experiment,79,2023-02-16 18:18:32,2023-02-16 18:22:56,,True,True,False,ChainTrialMakerState,default,True,"{'score': -1.0, 'passed': True}","[2199, 2118, 2055, 2127]",4.0,54,['default'],0,default,"[47, 15, 33, 8, 34, 40, 19, 21, 52, 44, 36, 27, 12, 26, 29, 32, 54, 10, 22, 37, 17, 53, 25, 18, 55, 41, 49, 20, 35, 38, 24, 7, 31, 28, 45, 43, 42, 30, 11, 14, 23, 39, 50, 46, 13, 16, 56, 48, 51, 9, 16, 55, 36, 49]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 18:19:11,False,,,260,consonance_main_experiment,71,2023-02-16 18:19:11,2023-02-16 18:23:08,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7745966692414834, 'passed': True}","[2194, 2140, 2112, 2058]",4.0,54,['default'],0,default,"[56, 13, 23, 15, 44, 24, 18, 54, 27, 8, 30, 42, 55, 16, 31, 19, 33, 51, 48, 46, 32, 36, 41, 47, 7, 37, 39, 10, 53, 21, 22, 14, 25, 35, 40, 17, 34, 20, 28, 9, 52, 26, 29, 12, 43, 38, 11, 45, 49, 50, 9, 37, 51, 44]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:00,False,,,279,headphone_test,83,2023-02-16 19:47:00,,,True,False,False,ChainTrialMakerState,default,False,,,,3,['default'],0,default,"[5, 6, 1]",4,4,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:32,False,,,289,headphone_test,86,2023-02-16 19:47:32,2023-02-16 19:48:17,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 2, 5, 1, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:40,False,,,293,headphone_test,84,2023-02-16 19:47:40,2023-02-16 19:48:18,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 4, 6, 5, 3, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:41,False,,,294,headphone_test,94,2023-02-16 19:47:41,2023-02-16 19:48:21,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 1, 5, 2, 4, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:45,False,,,295,headphone_test,85,2023-02-16 19:47:45,2023-02-16 19:48:20,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 5, 2, 3, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:47:50,False,,,297,headphone_test,89,2023-02-16 19:47:50,2023-02-16 19:48:23,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[6, 1, 5, 2, 4, 3]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:30,False,,,310,consonance_main_experiment,94,2023-02-16 19:48:30,2023-02-16 19:53:03,,True,True,False,ChainTrialMakerState,default,True,"{'score': 1.0, 'passed': True}","[2255, 2444, 2340, 2308]",4.0,54,['default'],0,default,"[34, 17, 35, 42, 53, 54, 10, 50, 12, 18, 14, 40, 15, 36, 28, 21, 25, 37, 31, 48, 46, 9, 11, 30, 41, 44, 49, 20, 32, 39, 19, 38, 13, 22, 29, 51, 43, 45, 8, 23, 47, 56, 7, 33, 27, 52, 24, 16, 26, 55, 34, 20, 25, 14]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:30,False,,,311,consonance_main_experiment,85,2023-02-16 19:48:30,2023-02-16 19:52:27,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.6324555320336759, 'passed': True}","[2617, 2320, 2475, 2514]",4.0,54,['default'],0,default,"[8, 16, 54, 41, 25, 27, 38, 12, 18, 13, 42, 9, 51, 14, 31, 44, 36, 35, 11, 46, 15, 30, 43, 52, 49, 55, 40, 53, 23, 28, 19, 33, 20, 17, 32, 37, 10, 21, 50, 24, 48, 22, 34, 47, 39, 7, 26, 29, 56, 45, 56, 31, 32, 24]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:35,False,,,313,consonance_main_experiment,89,2023-02-16 19:48:35,,,True,False,False,ChainTrialMakerState,default,True,"{'score': None, 'passed': False}","[2293, 2524, 2602, 2562]",4.0,54,['default'],0,default,"[9, 22, 49, 43, 56, 46, 16, 42, 12, 48, 19, 26, 41, 34, 51, 23, 11, 33, 47, 7, 50, 15, 30, 53, 32, 52, 13, 38, 24, 10, 45, 55, 35, 17, 40, 14, 27, 20, 8, 36, 28, 29, 31, 54, 25, 44, 39, 18, 21, 37, 12, 29, 37, 44]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:36,False,,,314,headphone_test,92,2023-02-16 19:48:36,2023-02-16 19:49:24,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 2, 4, 6, 5, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:38,False,,,316,consonance_main_experiment,84,2023-02-16 19:48:38,2023-02-16 19:53:18,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.0, 'passed': True}","[2347, 2387, 2668, 2583]",4.0,54,['default'],0,default,"[50, 26, 29, 56, 9, 47, 55, 36, 11, 20, 16, 12, 39, 38, 41, 22, 28, 54, 19, 48, 27, 53, 37, 42, 30, 17, 13, 18, 10, 15, 31, 7, 43, 32, 35, 14, 8, 23, 44, 24, 34, 45, 52, 21, 33, 46, 25, 51, 40, 49, 41, 19, 21, 23]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:52,False,,,317,headphone_test,102,2023-02-16 19:48:52,2023-02-16 19:49:44,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 1, 6, 4, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:48:57,False,,,320,headphone_test,90,2023-02-16 19:48:57,2023-02-16 19:49:37,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 2, 3, 1, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:49:42,False,,,328,consonance_main_experiment,92,2023-02-16 19:49:42,2023-02-16 19:54:01,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[2709, 2383, 2647, 2510]",4.0,54,['default'],0,default,"[24, 49, 23, 22, 40, 50, 15, 30, 43, 56, 44, 26, 33, 52, 12, 39, 51, 48, 36, 10, 21, 20, 8, 9, 18, 14, 25, 47, 29, 41, 7, 31, 38, 54, 45, 46, 53, 28, 11, 34, 16, 27, 37, 35, 19, 32, 13, 55, 17, 42, 53, 15, 31, 10]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:49:43,False,,,329,headphone_test,101,2023-02-16 19:49:43,2023-02-16 19:50:27,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 3, 2, 1, 6, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:49:55,False,,,331,consonance_main_experiment,90,2023-02-16 19:49:55,2023-02-16 19:54:00,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.3333333333333333, 'passed': True}","[2413, 2712, 2836, 2570]",4.0,54,['default'],0,default,"[49, 48, 25, 37, 30, 55, 35, 41, 21, 40, 11, 12, 39, 43, 54, 38, 32, 56, 23, 52, 20, 8, 36, 44, 27, 33, 24, 16, 53, 14, 28, 22, 29, 15, 9, 26, 51, 13, 31, 10, 17, 7, 50, 47, 19, 18, 42, 46, 45, 34, 41, 51, 46, 27]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:49:55,False,,,332,consonance_main_experiment,102,2023-02-16 19:49:55,2023-02-16 19:54:59,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.21081851067789195, 'passed': True}","[2935, 2420, 2903, 2395]",4.0,54,['default'],0,default,"[24, 31, 14, 25, 12, 39, 11, 43, 9, 37, 36, 20, 55, 44, 13, 56, 16, 48, 19, 47, 18, 51, 49, 53, 8, 29, 21, 41, 54, 45, 46, 26, 52, 33, 34, 7, 38, 27, 17, 28, 32, 40, 22, 15, 10, 23, 42, 30, 35, 50, 40, 37, 17, 11]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:50:06,False,,,335,consonance_main_experiment,86,2023-02-16 19:50:06,2023-02-16 20:00:10,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9428090415820635, 'passed': True}","[2873, 3355, 2408, 3310]",4.0,54,['default'],0,default,"[37, 39, 14, 18, 40, 41, 23, 24, 47, 26, 19, 15, 27, 7, 16, 45, 11, 8, 10, 34, 31, 36, 53, 20, 55, 22, 54, 42, 43, 17, 13, 49, 56, 30, 28, 44, 52, 48, 35, 9, 50, 32, 21, 33, 51, 38, 29, 25, 46, 12, 54, 48, 18, 56]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:50:13,False,,,336,headphone_test,107,2023-02-16 19:50:13,2023-02-16 19:51:10,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 2, 6, 4, 1, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:50:15,False,,,338,headphone_test,109,2023-02-16 19:50:15,2023-02-16 19:50:55,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[1, 5, 3, 4, 2, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:50:40,False,,,340,consonance_main_experiment,101,2023-02-16 19:50:40,2023-02-16 19:54:32,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.6324555320336759, 'passed': True}","[2540, 2448, 2718, 2488]",4.0,54,['default'],0,default,"[34, 9, 23, 47, 51, 8, 46, 11, 53, 48, 26, 30, 15, 38, 7, 21, 14, 52, 16, 22, 49, 55, 31, 12, 43, 32, 25, 28, 42, 54, 17, 33, 10, 35, 41, 56, 13, 39, 36, 18, 20, 45, 24, 27, 37, 19, 40, 44, 50, 29, 30, 9, 28, 8]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:12,False,,,343,consonance_main_experiment,109,2023-02-16 19:51:12,2023-02-16 19:56:37,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.0, 'passed': True}","[2541, 2627, 2835, 2749]",4.0,54,['default'],0,default,"[43, 21, 19, 31, 52, 28, 18, 44, 7, 36, 40, 29, 45, 53, 22, 13, 39, 26, 48, 30, 35, 47, 50, 42, 56, 9, 23, 46, 27, 15, 34, 41, 54, 55, 37, 11, 38, 12, 14, 33, 24, 10, 32, 49, 20, 51, 16, 25, 17, 8, 19, 18, 35, 53]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:27,False,,,345,headphone_test,104,2023-02-16 19:51:27,2023-02-16 19:52:07,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 4, 5, 6, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:33,False,,,349,headphone_test,111,2023-02-16 19:51:33,2023-02-16 19:52:12,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 2, 5, 6, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:39,False,,,351,consonance_main_experiment,107,2023-02-16 19:51:39,2023-02-16 19:55:11,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.7378647873726218, 'passed': True}","[2923, 2839, 2629, 2766]",4.0,54,['default'],0,default,"[45, 42, 29, 44, 41, 27, 8, 26, 55, 50, 48, 11, 22, 40, 9, 49, 7, 46, 56, 51, 10, 24, 20, 12, 53, 30, 37, 33, 21, 15, 38, 54, 39, 19, 14, 36, 47, 43, 16, 35, 31, 13, 17, 25, 34, 28, 32, 23, 18, 52, 14, 37, 27, 56]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:44,False,,,353,headphone_test,113,2023-02-16 19:51:44,2023-02-16 19:52:33,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[4, 6, 1, 2, 3, 5]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:51:56,False,,,355,headphone_test,116,2023-02-16 19:51:56,2023-02-16 19:52:41,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[6, 2, 3, 4, 5, 1]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:13,False,,,357,headphone_test,114,2023-02-16 19:52:13,2023-02-16 19:52:51,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[3, 4, 5, 2, 1, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:23,False,,,361,headphone_test,96,2023-02-16 19:52:23,2023-02-16 19:52:57,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 2, 1, 4, 3, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:23,False,,,362,consonance_main_experiment,111,2023-02-16 19:52:23,2023-02-16 19:57:15,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8333333333333334, 'passed': True}","[2996, 2963, 3258, 2975]",4.0,54,['default'],0,default,"[15, 27, 53, 48, 32, 35, 14, 38, 17, 20, 29, 36, 52, 46, 12, 8, 13, 43, 45, 9, 41, 7, 51, 22, 28, 42, 21, 56, 40, 37, 54, 31, 19, 25, 47, 18, 16, 33, 26, 39, 34, 50, 23, 44, 55, 24, 10, 11, 49, 30, 42, 51, 11, 22]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:28,False,,,363,consonance_main_experiment,104,2023-02-16 19:52:28,2023-02-16 19:56:29,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.31622776601683794, 'passed': True}","[3084, 3116, 3109, 3015]",4.0,54,['default'],0,default,"[24, 28, 54, 56, 40, 25, 52, 33, 39, 9, 45, 49, 16, 41, 46, 26, 51, 38, 22, 36, 55, 44, 32, 21, 43, 37, 12, 17, 53, 18, 50, 31, 20, 11, 23, 15, 34, 14, 13, 8, 27, 35, 7, 47, 30, 42, 10, 19, 48, 29, 15, 8, 13, 53]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:28,False,,,365,headphone_test,117,2023-02-16 19:52:28,2023-02-16 19:53:03,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[5, 1, 4, 6, 3, 2]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:52:54,False,,,367,consonance_main_experiment,113,2023-02-16 19:52:54,2023-02-16 19:57:39,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[3233, 3049, 3243, 2955]",4.0,54,['default'],0,default,"[25, 21, 9, 31, 53, 24, 46, 19, 11, 50, 30, 39, 49, 16, 51, 36, 17, 33, 37, 34, 13, 26, 43, 15, 40, 23, 28, 7, 12, 48, 42, 45, 38, 29, 20, 41, 32, 27, 44, 10, 22, 56, 54, 18, 52, 47, 35, 14, 8, 55, 44, 13, 10, 51]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:53:04,False,,,368,consonance_main_experiment,114,2023-02-16 19:53:04,2023-02-16 19:57:05,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.8, 'passed': True}","[2893, 3112, 3181, 2970]",4.0,54,['default'],0,default,"[56, 8, 39, 25, 42, 22, 36, 44, 41, 14, 16, 33, 23, 40, 50, 10, 34, 7, 38, 21, 18, 31, 15, 24, 46, 26, 29, 20, 32, 37, 45, 27, 12, 53, 35, 17, 51, 11, 9, 52, 49, 30, 28, 54, 55, 19, 43, 47, 13, 48, 14, 45, 9, 10]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:53:12,False,,,369,consonance_main_experiment,96,2023-02-16 19:53:12,2023-02-16 19:56:46,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.23570226039551587, 'passed': True}","[3217, 3123, 3192, 3107]",4.0,54,['default'],0,default,"[20, 34, 45, 14, 25, 35, 15, 18, 28, 16, 21, 55, 37, 36, 51, 7, 27, 47, 46, 13, 56, 24, 10, 26, 17, 43, 53, 29, 30, 11, 38, 49, 31, 33, 22, 9, 41, 42, 23, 40, 8, 32, 52, 48, 19, 12, 54, 39, 44, 50, 54, 22, 48, 31]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:53:16,False,,,370,consonance_main_experiment,117,2023-02-16 19:53:16,2023-02-16 19:56:58,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.816496580927726, 'passed': True}","[3110, 3040, 3210, 3067]",4.0,54,['default'],0,default,"[24, 55, 14, 20, 53, 33, 16, 28, 10, 40, 48, 50, 31, 23, 7, 18, 41, 47, 46, 11, 27, 39, 8, 45, 36, 44, 25, 32, 26, 37, 56, 22, 49, 30, 15, 52, 35, 21, 42, 29, 12, 38, 43, 34, 19, 51, 54, 9, 17, 13, 56, 39, 43, 36]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:53:17,False,,,371,consonance_main_experiment,116,2023-02-16 19:53:17,2023-02-16 19:58:19,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.5443310539518174, 'passed': True}","[2883, 3180, 3298, 3324]",4.0,54,['default'],0,default,"[17, 11, 51, 27, 20, 42, 8, 41, 37, 29, 47, 22, 14, 54, 10, 55, 45, 23, 31, 34, 7, 30, 52, 35, 48, 26, 32, 15, 36, 38, 24, 18, 9, 56, 21, 43, 19, 46, 13, 53, 33, 16, 39, 12, 40, 44, 50, 25, 49, 28, 42, 36, 13, 39]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:54:10,False,,,379,headphone_test,119,2023-02-16 19:54:10,2023-02-16 19:54:50,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 4, 3, 5, 1, 6]",6,6,ChainTrialMakerState,ModuleState
{},2023-02-16 19:55:06,False,,,384,consonance_main_experiment,119,2023-02-16 19:55:06,2023-02-16 19:59:39,,True,True,False,ChainTrialMakerState,default,True,"{'score': 0.9486832980505138, 'passed': True}","[3358, 3134, 3242, 3117]",4.0,54,['default'],0,default,"[53, 15, 36, 8, 10, 32, 46, 43, 26, 31, 16, 18, 29, 23, 48, 37, 13, 21, 40, 42, 33, 47, 7, 50, 45, 17, 24, 22, 30, 51, 49, 38, 39, 11, 52, 19, 25, 34, 44, 54, 41, 35, 55, 27, 12, 28, 14, 9, 56, 20, 38, 32, 37, 8]",54,54,ChainTrialMakerState,ModuleState
{},2023-02-16 19:55:45,False,,,390,headphone_test,123,2023-02-16 19:55:45,2023-02-16 19:56:57,,True,True,False,ChainTrialMakerState,default,False,"{'score': None, 'passed': True}",,,6,['default'],0,default,"[2, 3, 4, 1, 5, 6]",6,6,ChainTrialMakerState,ModuleState
